Culture,Focal_Year,PBM_Data,Source,Source_Coverage_Years,Sub_Group,Full_Pinpoint information,Page_Nums,HRAF_Sources,SCCS_Sources,DPlace_Sources,Source_URL,My_Comments,
Ancient Romans,,1,"Bailey, Cyril. 1932. Phases in the Religion of Ancient Rome. Berkeley.",,"All Roman Empire, with a strong focus in Italy and Rome",,349,0,4,0,https://drive.google.com/file/d/1rjGnBg97tqcbq-gPJF0ODsJhm3Qplx2S/view?usp=drive_link,,
Ancient Romans,,1,"Balsdon, John Percy V.D. 1963. Roman Women.",753BCE-331CE (total coverage),"Rome, Italy",,380,0,4,1,https://archive.org/details/romanwomentheirh0000bals,,
Ancient Romans,,0,"Balsdon, John Percy V.D. 1969. Life and Leisure in Ancient Rome.",753BCE-331CE (total coverage),"Rome, Italy",,488,0,4,1,https://archive.org/details/lifeleisureinanc0000bals,,
Ancient Romans,,1,"Boren, Henry C. 1977. Roman Society. Lexington.",509BCE-337CE (total coverage),"Rome, Italy",,372,0,4,0,https://archive.org/details/romansocietysoci0000bore_m9j8,,
Ancient Romans,,1,"Carcopino, Jérôme. 1940. Daily life in ancient Rome: the people and the city at the height of the empire. New Haven: Yale University Press. Translated for HRAF from the French by E. O. Lorimer.",27 BCE-476CE (total coverage),"Rome, Italy",,352,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=ei09-001,,
Ancient Romans,,1,"Cumont, Franz. 1956[1911]. Oriental Religions in Roman Paganism. New York.",,"Rome, Italy with comparitive and historical discussions of Egypt, Syria, central Asia, and Persia",,334,0,4,0,https://archive.org/details/in.ernet.dli.2015.106721,,
Ancient Romans,,0,"Cumont, Franz. 1960. Astrology and Religion among the Greeks and Romans. New York.",~6th century BCE - ~250CE,"Greece, Roman Empire, Byzantia, and Egypt",,246,0,4,0,https://archive.org/details/astrologyreligio00cumorich,,
Ancient Romans,,1,"Davis, William S. 1959. A Day in Old Rome.","117-138CE, main focus 134CE (total coverage)","Rome, Italy",,527,0,4,1,https://archive.org/details/dayinoldrome007400mbp/mode/2up,,
Ancient Romans,,0,"Dudley, Donald. 1975. Roman Society. Harmondsworth.",850BCE-337CE (total coverage),"All Roman Empire, with a focus in Italy and Rome",,396,0,4,0,https://archive.org/details/romansociety0000dudl_s8t1,,
Ancient Romans,,0,"Fowler, W. W. 1971 [1911]. The Religious Experience of the Roman People. New York.",,"Rome, Italy",,524,0,4,0,https://archive.org/details/in.ernet.dli.2015.186764,,
Ancient Romans,,1,"Friedländer, Ludwig. 1908. Roman Life and Manners Under the Early Empire.",27BCE-212CE (total coverage),"Rome, Italy",,460,0,1,1,https://archive.org/details/romanlifemanners00frieuoft/mode/2up,,
Ancient Romans,,1,"Glover, T. R. 1927. Conflict of Religions in the Early Roman Empire.",204 BCE-476CE (total coverage),"All Roman Empire, with a focus in Italy and Rome",,373,0,4,1,https://archive.org/details/conflictofreligi027630mbp/mode/2up,,
Ancient Romans,,1,"Grant, Michael. 1960. The World of Rome.",204 BCE-476CE (total coverage),"All Roman Empire, with a focus in Italy and Rome",,352,0,4,1,https://archive.org/details/worldofrome00granrich,,
Ancient Romans,,0,"Harrison, F. (ed.) 1913. Roman Farm Management: The Treatises of Cato and Varro.",234-28BCE (total coverage),"All Roman Empire, with a focus in Italy and Rome",,392,0,4,1,https://archive.org/details/cu31924062805209/mode/2up,,
Ancient Romans,,1,"Laing, Gordon J. 1963. Survivals of Roman Religion. New York.",,"Rome, Italy",,282,0,4,0,https://archive.org/details/in.ernet.dli.2015.103690,,
Ancient Romans,,1,"Liversridge, Joan. 1976. Everyday Life in the Roman Empire. London.",Late 1st-2nd centuries CE,All Roman empire,,248,0,4,0,https://archive.org/details/everydaylifeinro0000live,,
Ancient Romans,,1,"Loane, Helen J. 1938. Industry and commerce of the city of Rome (50 B.C.-200 A.D.). In Studies in historical and political science (Issue no. 2, p. 158). Johns Hopkins Press.",50 BCE - 200 CE (total coverage),"Rome, Italy",,158,S1,0,0,https://ehrafworldcultures.yale.edu/document?id=ei09-010,,
Ancient Romans,,0,"Macmullan, Ramsey. 1974. Roman Social Relations, 50 B.C-A.D. 284. London.",50BCE-284CE (total coverage),"Rome, Italy",,222,0,4,0,https://drive.google.com/file/d/18DVvzNBy1K5li5J0819SwT8UFalGSKsn/view?usp=drive_link,,
Ancient Romans,,0,"Maxey, Mima. 1938. Occupations of the Lower Classes in Roman Society as seen in Justinian's Digest. Chicago: University of Chicago Press.",~1100BCE-200s CE (total coverage); primary focus 100s-200s CE,All Roman Empire,,106,0,5,1,https://drive.google.com/file/d/18cDrDwL1MnjBgbMsV0DlJ-ttmdsWdf0W/view?usp=drive_link,,
Ancient Romans,,1,"Nichols, Roger, and Kenneth McLeigh. 1976. Through Roman Eyes: Roman Civilization in the Words of Roman Writers. Cambridge.",,"All Roman Empire, with a focus in Italy and Rome",,148,0,2,0,https://archive.org/details/throughromaneyes0000unse,,
Ancient Romans,,1,"Paoli, Ugo Enrico 1963. Rome: Its People, Life and Customs. (trans. R. D. Macnaghten).",510BCE-476CE (total coverage),"Rome, Italy",,384,0,4,1,https://drive.google.com/file/d/1iaW8ucuHr38vhJeDXadnl02KEDzFESIG/view?usp=drive_link,,
Ancient Romans,,1,"Pellisson, Maurice. 1901. Roman Life in Pliny's Time. Translated from the French for HRAF by Maud Wilkinson.",14-102 CE (total coverage),"Rome, Italy",,324,S1,4,1,https://ehrafworldcultures.yale.edu/document?id=ei09-018,,
Ancient Romans,,0,"Pliny (The Younger). 1969. Letters and Panegyricus, vol 1. (trans. B. Radice).",~80-110 CE (total coverage),Italy,,620,0,2,1,https://archive.org/details/letterspanegyric0001unse,,
Ancient Romans,,0,"Pliny (The Younger). 1969. Letters and Panegyricus, vol 2. (trans. B. Radice).",~80-110 CE (total coverage),Italy,,612,0,2,1,https://archive.org/details/letterspanegyric0002unse,,
Ancient Romans,,1,"Rivenburg, Marjorie J. 1939. Fashionable life in Rome as portrayed by Seneca. [s.n.].",ca. 15-65 CE [Seneca 4 BCE- 65 CE] (total coverage),"Rome, Italy",,130,S1,0,0,https://ehrafworldcultures.yale.edu/document?id=ei09-011,,
Ancient Romans,,1,"Rostovtzeff, M. I. 1945. A History of the Ancient World. Vol 2: Rome. (Trans. J. D. Duff).",800BCE-300CE (total coverage),"All Roman Empire, with a focus in Italy and Rome",,497,0,4,1,https://archive.org/details/in.ernet.dli.2015.172838,,
Ancient Romans,,0,"White, K. D. 1970. Roman Farming. London.",~300BCE to ~100CE (total coverage),Roman empire specifically around the Mediterranean area,,544,0,4,0,https://archive.org/details/romanfarming0000whit,,
Andamanese,1860,,,,"Aka-Bea Group (Southern Group) of Great Andaman, Andaman Islands, India","The Aka-Bea or Bojig-ngiji-da tribe of South Andaman Island, from 11°45' to 12°N and 93° to 93°10'E, in 1860. […] Ten of the tribes of the Great Andaman cluster of islands (North, Middle, South Andaman) speak dialects of the same language, while the inhabitants of the Little Andaman Island, 40 miles by sea to the south, speak a language which is not mutually intelligible, although related in vocabulary and grammar. The Jarawa tribe of South Andaman speaks the Little Andaman language, and apparently invaded the Great Andaman cluster several hundreds of years ago, establishing themselves in the interior. The thirteen tribes below represent the typology of local language groups recognized by the natives, although there are also sub-dialects within most of these groups. […] North Andaman (population estimate for 1858: 1,500) 1. Aka-Cari (coastal), population circa 39 in 1901. 2. Aka-Kora (coastal), population exceeded 96 in 1901. 3. Aka-Bo (forest), population probably exceeded 48 in 1901. 4. Aka-Jeru (coastal and forest), population probably less that 218 in 1901 (the census figure includes cross-over from groups #2, 3). Middle Andaman, Baratan, and Richie's Archipelago (population estimate for 1858: 2,350). 5. Aka-Kede (coastal and forest), population circa 59 in 1901. 6. Aka-Kol (coastal), population circa 11 in 1901. 7. Oko-Juwoi (forest), population circa 48 in 1901. 8. A-Pucikwar (coastal and forest), population circa 50 in 1901. 9. Akar-Bali (coastal archipelago), population c. 19 in 1901. South Andaman (population estimate for 1858: 1,200) 10. Aka-Bea (coastal, some forest), population estimated at 1,000 for 1858, 400 in 1882, census circa 37 in 1901. 11. Jarawa (forest), population estimated at 450 in 1901. Little Andaman (population estimate for 1858: 700) 12. Onge, population estimated at 670 in 1901. 13. North Sentinel (name unknown), population estimated at 117 in 1901. […] Selection of Focus: Aka-Bea, the best described tribe in Man's account, should be taken as primary focus, but accounts of the Akar- Bale (#9), and other Middle Andaman groups (#5-8) as well ****the rest is not readable***** […] Time: 1860 is prior to the disruption of great Andaman populations by the penal colony (1858). E. H. Man, principal Authority, did not actually arrive until 1869 but his observations pertain to the aboriginal period. (White 2009, p. 100-101).",1261,,,,,,
Andamanese,,0,"Cipriani, Lidio. 1961. Hygiene and medical practices among the Onge (Little Andaman). Anthropos, Vol. 56, 481–500 , 8 plates.",1951-1953 (field dates); 1951-1953 (total coverage),"Onge of Little Andaman, Andaman Islands, India",,19,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=az02-006,"Same author, same group, same time period",
Andamanese,,0,"Cipriani, Lidio. 1966. The Andaman Islanders. D. T. Cox, ed. and trans. London.",1951-1955 (field dates),"Onge of Little Andaman, Andaman Islands, India",,168,processed_nocode,3,0,https://ehrafworldcultures.yale.edu/document?id=az02-011,,
Andamanese,,0,"Gupta, Bandana. 1976. The Andamans, Land of the Primitives. Calcutta: Jijnasa Publishing Department.",,All Andaman and Nicobar Islands,,120,0,4,0,https://drive.google.com/file/d/1LaG_X0JwTy0xwnGBY8LpbBD2wGkhnUjq/view?usp=drive_link,,
Andamanese,,1,"Man, Edward H. 1883. On the Aboriginal Inhabitants of the Andaman Islands. Journal of the Anthropological Institute of Great Britain and Ireland 12. 69-116.",1869-1880 (field dates),All Andaman and Nicobar Islands,,47,S2,1,1,https://ehrafworldcultures.yale.edu/document?id=az02-002,,
Andamanese,,1,"Radcliffe-Brown, Alfred R. 1922. The Andaman Islanders.",1906-1908 (field dates),All Andaman and Nicobar Islands,,518,S2,1,1,https://ehrafworldcultures.yale.edu/document?id=az02-001,,
Andamanese,,1,"Service, Elman Roger. 1963. The Andaman Islanders. In: E.R. Service, Profiles in ethnology (pg. 44-63).",1858-1900 (total coverage),All Andaman and Nicobar Islands,,19,0,4,1,https://archive.org/details/isbn_9780060459109,,
Andamanese,,1,"Singh, N. Iqbal. 1978. The Andaman Story. New Delhi: Vikas.",,All Andaman and Nicobar Islands,,358,0,4,0,https://drive.google.com/file/d/1a1pT09YLjmDYkuDW2DMcqo86ipfMlrPY/view?usp=drive_link,,
Andamanese,,0,"Vidyarthi, Lalita P. 1971. Cultural Diversities in the Andaman and Nicobar Islands. Indian Anthropologist 1: 80-92.",1970-1971 (field dates),All Andaman and Nicobar Islands,,12,0,3,0,https://www.jstor.org/stable/41919201,,
Annamese (Vietnamese),1930,,,,"Red River Delta (Đồng Bằng Sông Hồng) in Northern Vietnam (Bắc Bộ) (formerly referred to as Tonkin), Vietnam","The Vietnamese, who speak related language of the Annam-Moung linguistic family, occupy the present countries of North and South Vietnam and are divided into the following three regional divisions: 1. Tonkin in the north constituting the delta and hinterland of Red River. The population of the delta is almost exclusively Vietnamese in composition, but other groups, notably Muong, Meo (Mlao), and Thai, dwell in the hinterland. 2. Annam (in a limited sense), occupying a narrow coastal zone in the center between the mountains and the South China Sea. 3. Cochin China in the south, embracing the delta of the Mekong River and adjacent low country. This region was originally populated by Cambodians and Cham, of whom substantial remnants survive. […] Selection of Focus: The Tonkin delta is selected because of the classic geographical study by Gourou. […] Time: The date of 1930 is chosen as midway during the field research of Gourou. (White 2009, p. 93)",3679,,,,,,
Annamese (Vietnamese),,0,"Cadière, Leopold M. 1929. Religions annamite et non annamites. In Un Empire Fran~ais, L’indochine. G. Maspero, ed. 1: 275-296. Paris. Translated from the French for Human Relations Area Files by Liliane Greene",1892-1949 (field dates); 1892-1949 (total coverage),"All of Vietnam, but was stationed as a missionary in the following regions: An Ninh, Quảng Ninh District, Quảng Bình province, Central Vietnam (Trung Bộ); Phú Tân District, An Giang province, Southern Vietnam (Nam Bộ); Tam To, and Cu Lac in Quảng Bình province Central Vietnam (Trung Bộ); and Quảng Trị province, Central Vietnam (Trung Bộ)",,21,processed_nocode,2,0,https://ehrafworldcultures.yale.edu/document?id=am11-146,,
Annamese (Vietnamese),,0,"Cadière, Leopold M., et al. 1953. Vietnamese Ethnographic Papers. New Haven: Human Relation Area Files.",,"All of Vietnam, but was stationed as a missionary in the following regions: An Ninh, Quảng Ninh District, Quảng Bình province, Central Vietnam (Trung Bộ); Phú Tân District, An Giang province, Southern Vietnam (Nam Bộ); Tam To, and Cu Lac in Quảng Bình province Central Vietnam (Trung Bộ); and Quảng Trị province, Central Vietnam (Trung Bộ)",,130,0,2,1,https://drive.google.com/file/d/1_gibpwlV8soCnLxGWVVz9WlMIyUtevUA/view?usp=drive_link,,
Annamese (Vietnamese),,0,"Cadière, Leopold M., Orband, R., & Greene, L. 1915. The sacrifice of the Nam-Giao. Amis Du Vieux Hué, Bulletin, Vol. 2(no. 2), 1–90 , plates.",1892-1915 (field dates); 1915 (total coverage),"All of Vietnam, but was stationed as a missionary in the following regions: An Ninh, Quảng Ninh District, Quảng Bình province, Central Vietnam (Trung Bộ); Phú Tân District, An Giang province, Southern Vietnam (Nam Bộ); Tam To, and Cu Lac in Quảng Bình province Central Vietnam (Trung Bộ); and Quảng Trị province, Central Vietnam (Trung Bộ)",,90,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=am11-139,"Same author, same group, same time period",
Annamese (Vietnamese),,0,"Coughlin, Richard J. 1950. The Position of Women in Vietnam.",1946-1948 (field dates); 1900-1948 (total coverage),"Ho Chi Minh city (formerly Saigon), Southern Vietnam (Nam Bộ)",,66,processed_nocode,2,1,https://ehrafworldcultures.yale.edu/document?id=am11-172,,
Annamese (Vietnamese),,0,"Coughlin, Richard J. 1965. Pregnancy and Childbirth in Vietnam. In D. V. Hart, et al. (ed.), Southeast Asian Birth Customs: Three Studies in Human Reproduction (pg. 205-273).",1946-1948 (field dates); 1900-1948 (total coverage),"Ho Chi Minh city (formerly Saigon), Southern Vietnam (Nam Bộ)",,68,0,2,1,https://archive.org/details/southeastasianbi0000unse,,
